AD family	Representative protein	subjectid	Phage	Host	TaxID	Source	Pfam ID	Phrog ID
APIS077	KU946962_00005	MK373771_00004	Escherichia phage vB_EcoP_R4596	Escherichia	561	INPHARED	PF08684.13	phrog_2568
APIS022	NP_861724.1	MK373775_00031	Escherichia phage vB_EcoM_WFK	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS013	NP_049653.1	MK373778_00036	Escherichia phage vB_EcoM_WFbE185	Escherichia	561	INPHARED	PF17587.5	phrog_2102
APIS013	NP_049653.1	MK373779_00039	Escherichia phage vB_EcoM_G9062	Escherichia	561	INPHARED	PF17587.5	phrog_2102
APIS014	NP_049694.1	MK373779_00081	Escherichia phage vB_EcoM_G9062	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_3272,phrog_9092
APIS022	NP_861724.1	MK373781_00037	Escherichia phage vB_EcoM_KAW1E185	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS012	NP_049652.1	MK373781_00039	Escherichia phage vB_EcoM_KAW1E185	Escherichia	561	INPHARED		phrog_8921,phrog_2375,phrog_3272,phrog_12748
APIS014	NP_049694.1	MK373781_00079	Escherichia phage vB_EcoM_KAW1E185	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS002	NP_049728.1	MK373781_00117	Escherichia phage vB_EcoM_KAW1E185	Escherichia	561	INPHARED		phrog_717,phrog_26803
APIS017	NP_049811.1	MK373781_00202	Escherichia phage vB_EcoM_KAW1E185	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS018	NP_049868.1	MK373781_00259	Escherichia phage vB_EcoM_KAW1E185	Escherichia	561	INPHARED		phrog_3151
APIS022	NP_861724.1	MK373782_00033	Escherichia phage vB_EcoM_KAW3E185	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS086	ON229909_00228	MK373782_00037	Escherichia phage vB_EcoM_KAW3E185	Escherichia	561	INPHARED		phrog_8921,phrog_2375,phrog_12748
APIS014	NP_049694.1	MK373782_00087	Escherichia phage vB_EcoM_KAW3E185	Escherichia	561	INPHARED	PF10465.12	phrog_2167
APIS016	NP_049750.1	MK373782_00151	Escherichia phage vB_EcoM_KAW3E185	Escherichia	561	INPHARED		phrog_755
APIS013	NP_049653.1	MK373785_00038	Escherichia phage vB_EcoM_OE5505	Escherichia	561	INPHARED	PF17587.5	phrog_2102
APIS014	NP_049694.1	MK373785_00079	Escherichia phage vB_EcoM_OE5505	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS017	NP_049811.1	MK373785_00202	Escherichia phage vB_EcoM_OE5505	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS017	NP_049811.1	MK373785_00203	Escherichia phage vB_EcoM_OE5505	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MK373786_00037	Escherichia phage vB_EcoM_R5505	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS016	NP_049750.1	MK373786_00155	Escherichia phage vB_EcoM_R5505	Escherichia	561	INPHARED		phrog_755
APIS017	NP_049811.1	MK373786_00209	Escherichia phage vB_EcoM_R5505	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MK373787_00035	Escherichia phage vB_EcoM_G8	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS014	NP_049694.1	MK373787_00081	Escherichia phage vB_EcoM_G8	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS017	NP_049811.1	MK373787_00200	Escherichia phage vB_EcoM_G8	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS035	YP_009790938.1	MK373792_00069	Escherichia phage vB_EcoS_VAH1	Escherichia	561	INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MK373796_00078	Escherichia phage vB_EcoS_HdH2	Escherichia	561	INPHARED		phrog_3972,phrog_16544
APIS077	KU946962_00005	MK380014_00006	Klebsiella phage K1-ULIP33	Klebsiella	570	INPHARED	PF08684.13	phrog_2568
APIS091	YP_009792928.1	MK380015_00001	Klebsiella phage Kund-ULIP47	Klebsiella	570	INPHARED		phrog_2226
APIS091	YP_009792928.1	MK380016_00001	Klebsiella phage Kund-ULIP54	Klebsiella	570	INPHARED		phrog_2226
APIS004	ANA48877.1	MK514283_00022	Pseudomonas phage vB_PaeP_TF17	Pseudomonas	286	INPHARED		phrog_29522,phrog_717
APIS077	KU946962_00005	MK521905_00043	Klebsiella phage vB_KpnP_FZ12	Klebsiella	570	INPHARED	PF08684.13	phrog_2568
APIS032	YP_007947949.1	MK524177_00062	Escherichia phage PHB10	Escherichia	561	INPHARED		phrog_1119
APIS022	NP_861724.1	MK524178_00125	Escherichia phage PHB12	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS016	NP_049750.1	MK524178_00242	Escherichia phage PHB12	Escherichia	561	INPHARED		phrog_755
APIS010	NP_041954.1	MK542821_00008	Escherichia phage HZP2	Escherichia	561	INPHARED	PF08684.13	phrog_2568
APIS011	NP_041980.1	MK542821_00027	Escherichia phage HZP2	Escherichia	561	INPHARED	PF17574.5	phrog_2254
APIS023	NP_041987.1	MK542821_00033	Escherichia phage HZP2	Escherichia	561	INPHARED		phrog_9014
APIS091	YP_009792928.1	MK618658_00002	Klebsiella phage Pharr	Klebsiella	570	INPHARED		phrog_2226
APIS022	NP_861724.1	MK639187_00157	Shigella phage SSE1	Shigella	620	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS034	YP_009615327.1	MK685667_00077	Klebsiella phage vB_KpnM_IME346	Klebsiella	570	INPHARED		phrog_1402,phrog_13897,phrog_23045
APIS091	YP_009792928.1	MK685668_00044	Shigella phage VB_Ship_A7	Shigella	620	INPHARED		phrog_2226
APIS010	NP_041954.1	MK685668_00045	Shigella phage VB_Ship_A7	Shigella	620	INPHARED	PF08684.13	phrog_2568
APIS080	ON602753_00020	MK795385_00033	Klebsiella phage IME304	Klebsiella	570	INPHARED	PF17574.5	phrog_2254
APIS029	YP_002300464.1	MK843319_00069	Bacillus phage vB_BthS-TP21T	Bacillus	1386	INPHARED	PF11195.11	phrog_2709,phrog_30130,phrog_872,phrog_1048
APIS022	NP_861724.1	MK886800_00266	Escherichia phage EcNP1	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS086	ON229909_00228	MK886800_00269	Escherichia phage EcNP1	Escherichia	561	INPHARED		phrog_8921,phrog_2375,phrog_3272,phrog_12748
APIS093	MN450150_00001	MK903277_00001	Escherichia phage Pisces	Escherichia	561	INPHARED		phrog_2226
APIS077	KU946962_00005	MK903279_00003	Escherichia phage Peacock	Escherichia	561	INPHARED	PF08684.13	phrog_2568
APIS091	YP_009792928.1	MK907285_00046	Salmonella phage vB_SalM-LPST153	Salmonella	590	INPHARED		phrog_2226
APIS002	NP_049728.1	MK962750_00112	Shigella phage CM8	Shigella	620	INPHARED		phrog_717,phrog_26803
APIS090	NP_049749.1	MK962750_00145	Shigella phage CM8	Shigella	620	INPHARED	PF11634.11	phrog_4363
APIS016	NP_049750.1	MK962750_00147	Shigella phage CM8	Shigella	620	INPHARED		phrog_755
APIS017	NP_049811.1	MK962750_00199	Shigella phage CM8	Shigella	620	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS014	NP_049694.1	MK962752_00080	Shigella phage JK23	Shigella	620	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS016	NP_049750.1	MK962752_00155	Shigella phage JK23	Shigella	620	INPHARED		phrog_755
APIS017	NP_049811.1	MK962752_00207	Shigella phage JK23	Shigella	620	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS018	NP_049868.1	MK962752_00263	Shigella phage JK23	Shigella	620	INPHARED		phrog_3151
APIS022	NP_861724.1	MK962754_00031	Shigella phage JK36	Shigella	620	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS013	NP_049653.1	MK962754_00036	Shigella phage JK36	Shigella	620	INPHARED	PF17587.5	phrog_2102
APIS016	NP_049750.1	MK962755_00149	Shigella phage JK38	Shigella	620	INPHARED		phrog_755
APIS017	NP_049811.1	MK962755_00201	Shigella phage JK38	Shigella	620	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS014	NP_049694.1	MK962756_00082	Shigella phage JK42	Shigella	620	INPHARED	PF10465.12	phrog_2167
APIS022	NP_861724.1	MK962757_00031	Shigella phage JK45	Shigella	620	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS006	AXC42625.1	MK972694_00061	Salmonella phage SE22	Salmonella	590	INPHARED	PF08281.15	phrog_323
APIS020	NP_059594.1	MK972694_00062	Salmonella phage SE22	Salmonella	590	INPHARED	PF11043.11	phrog_656
APIS035	YP_009790938.1	MK972716_00020	Salmonella phage SE8	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS022	NP_861724.1	MK977694_00036	Escherichia phage vB_EcoM-Sa45lw	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS091	YP_009792928.1	MN013074_00015	Klebsiella phage vB_KpnP_Emp27	Klebsiella	570	INPHARED		phrog_2226
APIS015	NP_049734.1	MN013081_00019	Klebsiella phage vB_KpnM_Potts1	Klebsiella	570	INPHARED		phrog_7857
APIS017	NP_049811.1	MN013081_00219	Klebsiella phage vB_KpnM_Potts1	Klebsiella	570	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS017	NP_049811.1	MN013084_00229	Klebsiella phage vB_KaeM_KaAlpha	Klebsiella	570	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS093	MN450150_00001	MN013085_00001	Klebsiella phage vB_KpnP_NahiliMali	Klebsiella	570	INPHARED		phrog_2226
APIS024	UPI13470.1	MN013089_00179	Bacillus phage vB_BspM_MarvelLand	Bacillus	1386	INPHARED		phrog_22140,phrog_23843,phrog_2428
APIS012	NP_049652.1	MN022785_00037	Escherichia phage VEc20	Escherichia	561	INPHARED		phrog_8921,phrog_2375,phrog_3272,phrog_12748
APIS014	NP_049694.1	MN022785_00079	Escherichia phage VEc20	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS017	NP_049811.1	MN022785_00206	Escherichia phage VEc20	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS035	YP_009790938.1	MN022787_00081	Salmonella phage VSe12	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS024	UPI13470.1	MN043729_00134	Bacillus phage vB_BmeM-Goe8	Bacillus	1386	INPHARED		phrog_22140,phrog_23843,phrog_2428
APIS015	NP_049734.1	MN044033_00110	Klebsiella phage Marfa	Klebsiella	570	INPHARED		phrog_7857
APIS077	KU946962_00005	MN067430_00002	Escherichia phage vB_EcoP-Ro103C3lw	Escherichia	561	INPHARED	PF08684.13	phrog_2568
APIS035	YP_009790938.1	MN070121_00010	Salmonella phage Shemara	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS002	NP_049728.1	MN087708_00121	Enterobacter phage vB_EhoM-IME523	Enterobacter	547	INPHARED		phrog_717,phrog_26803
APIS010	NP_041954.1	MN098329_00001	Serratia phage Pila	Serratia	613	INPHARED	PF08684.13	phrog_2568
APIS023	NP_041987.1	MN098329_00025	Serratia phage Pila	Serratia	613	INPHARED		phrog_9014
APIS091	YP_009792928.1	MN101216_00018	Klebsiella phage KMI2	Klebsiella	570	INPHARED		phrog_2226
APIS091	YP_009792928.1	MN101218_00003	Klebsiella phage KMI4	Klebsiella	570	INPHARED		phrog_2226
APIS091	YP_009792928.1	MN101227_00003	Klebsiella phage KPN3	Klebsiella	570	INPHARED		phrog_2226
APIS015	NP_049734.1	MN106245_00120	Klebsiella phage EI	Klebsiella	570	INPHARED		phrog_7857
APIS036	YP_009850475.1	MN122072_00041	Escherichia phage vB_EcoM_Bp10	Escherichia	561	INPHARED		
APIS091	YP_009792928.1	MN149903_00007	Klebsiella phage 117	Klebsiella	570	INPHARED		phrog_2226
APIS091	YP_009792928.1	MN149904_00001	Klebsiella phage 31	Klebsiella	570	INPHARED		phrog_2226
APIS024	UPI13470.1	MN150686_00135	Bacillus phage BC-T25	Bacillus	1386	INPHARED		phrog_23843,phrog_2428
APIS024	UPI13470.1	MN153503_00162	Bacillus phage Chotacabras	Bacillus	1386	INPHARED		phrog_22140,phrog_23843,phrog_2428
APIS093	MN450150_00001	MN184885_00003	Erwinia phage pEp_SNUABM_09	Erwinia	551	INPHARED		phrog_2226
APIS011	NP_041980.1	MN184885_00032	Erwinia phage pEp_SNUABM_09	Erwinia	551	INPHARED	PF17574.5	phrog_2254
APIS091	YP_009792928.1	MN308080_00024	Pectobacterium phage MA1A	Pectobacterium	122277	INPHARED		phrog_2226
APIS035	YP_009790938.1	MN316588_00084	Escherichia phage VEc33	Escherichia	561	INPHARED		phrog_3972,phrog_16544
APIS024	UPI13470.1	MN364664_00042	Xanthomonas phage Xoo-sp15	Xanthomonas	338	INPHARED		phrog_22140,phrog_23843,phrog_2428
APIS017	NP_049811.1	MN395284_00263	Klebsiella phage PhiKpNIH-6	Klebsiella	570	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS091	YP_009792928.1	MN434093_00002	Klebsiella phage AmPh_EK52	Klebsiella	570	INPHARED		phrog_2226
APIS015	NP_049734.1	MN434095_00109	Klebsiella phage JIPh_Kp122	Klebsiella	570	INPHARED		phrog_7857
APIS035	YP_009790938.1	MN445182_00071	Salmonella phage vB_SalS_SA001	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS093	MN450150_00001	MN450150_00001	Pantoea phage vB_PagP-SK1	Pantoea	53335	INPHARED		phrog_2226
APIS011	NP_041980.1	MN450150_00019	Pantoea phage vB_PagP-SK1	Pantoea	53335	INPHARED	PF17574.5	phrog_2254
APIS011	NP_041980.1	MN481365_00028	Escherichia phage vB_EcoP_PHB19	Escherichia	561	INPHARED	PF17574.5	phrog_2254
APIS010	NP_041954.1	MN481365_00048	Escherichia phage vB_EcoP_PHB19	Escherichia	561	INPHARED	PF08684.13	phrog_2568
APIS010	NP_041954.1	MN481366_00002	Escherichia phage vB_EcoP_PHB20	Escherichia	561	INPHARED	PF08684.13	phrog_2568
APIS011	NP_041980.1	MN481366_00020	Escherichia phage vB_EcoP_PHB20	Escherichia	561	INPHARED	PF17574.5	phrog_2254
APIS014	NP_049694.1	MN508618_00238	Escherichia phage ES26	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_3272,phrog_9092
APIS004	ANA48877.1	MN536027_00010	Pseudomonas phage vB_Pae-SS2019XII	Pseudomonas	286	INPHARED		phrog_29522,phrog_717
APIS022	NP_861724.1	MN580668_00035	Salmonella phage pSe_SNUABM_01	Salmonella	590	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS012	NP_049652.1	MN580668_00037	Salmonella phage pSe_SNUABM_01	Salmonella	590	INPHARED		phrog_8921,phrog_2375,phrog_3272,phrog_12748
APIS014	NP_049694.1	MN580668_00080	Salmonella phage pSe_SNUABM_01	Salmonella	590	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS017	NP_049811.1	MN580668_00204	Salmonella phage pSe_SNUABM_01	Salmonella	590	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS017	NP_049811.1	MN617835_00235	Enterobacter phage prasa_myo	Enterobacter	547	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS016	NP_049750.1	MN648445_00012	Escherichia phage FP43	Escherichia	561	INPHARED		phrog_755
APIS014	NP_049694.1	MN648445_00082	Escherichia phage FP43	Escherichia	561	INPHARED	PF10465.12	phrog_2167
APIS022	NP_861724.1	MN648445_00132	Escherichia phage FP43	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS032	YP_007947949.1	MN688132_00006	Enterobacter phage LAU1	Enterobacter	547	INPHARED		phrog_1119
APIS034	YP_009615327.1	MN689778_00020	Klebsiella phage vB_KpnM_15-38_KLPPOU148	Klebsiella	570	INPHARED		phrog_1402,phrog_13897,phrog_23045
APIS017	NP_049811.1	MN716856_00009	Yersinia phage vB_YepM_ZN18	Yersinia	629	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MN716856_00119	Yersinia phage vB_YepM_ZN18	Yersinia	629	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS002	NP_049728.1	MN716856_00199	Yersinia phage vB_YepM_ZN18	Yersinia	629	INPHARED		phrog_717,phrog_26803
APIS017	NP_049811.1	MN781108_00223	Klebsiella phage vB_Kpn_P545	Klebsiella	570	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MN781580_00037	Shigella phage KRT47	Shigella	620	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS017	NP_049811.1	MN781580_00201	Shigella phage KRT47	Shigella	620	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS018	NP_049868.1	MN781580_00257	Shigella phage KRT47	Shigella	620	INPHARED		phrog_3151
APIS091	YP_009792928.1	MN812686_00038	Dickeya phage Monomax	Dickeya	204037	INPHARED		phrog_2226
APIS014	NP_049694.1	MN850579_00196	Escherichia phage mogra	Escherichia	561	INPHARED	PF10465.12	phrog_2167
APIS022	NP_861724.1	MN850579_00244	Escherichia phage mogra	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS017	NP_049811.1	MN850609_00062	Escherichia phage dhaeg	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS090	NP_049749.1	MN850621_00206	Escherichia phage dhabil	Escherichia	561	INPHARED	PF11634.11	phrog_4363
APIS017	NP_049811.1	MN850621_00263	Escherichia phage dhabil	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS090	NP_049749.1	MN850622_00057	Escherichia phage mobillu	Escherichia	561	INPHARED	PF11634.11	phrog_4363
APIS014	NP_049694.1	MN850622_00126	Escherichia phage mobillu	Escherichia	561	INPHARED	PF10465.12	phrog_2167
APIS022	NP_861724.1	MN850651_00053	Escherichia phage moskry	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS013	NP_049653.1	MN850651_00058	Escherichia phage moskry	Escherichia	561	INPHARED	PF17587.5	phrog_2102
APIS014	NP_049694.1	MN864145_00028	Escherichia phage F2	Escherichia	561	INPHARED	PF10465.12	phrog_2167
APIS022	NP_861724.1	MN864145_00082	Escherichia phage F2	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS055	OL763419_00042	MN871456_00032	Pseudomonas phage Pa-C	Pseudomonas	286	INPHARED	PF03230.16	phrog_10132
APIS055	OL763419_00042	MN871469_00034	Pseudomonas phage Pa-S	Pseudomonas	286	INPHARED	PF03230.16	phrog_10132
APIS055	OL763419_00042	MN871478_00030	Pseudomonas phage PaSt-2_45_61k	Pseudomonas	286	INPHARED	PF03230.16	phrog_10132
APIS055	OL763419_00042	MN871482_00028	Pseudomonas virus PaSz-6	Pseudomonas	286	INPHARED	PF03230.16	phrog_10132
APIS055	OL763419_00042	MN871486_00009	Pseudomonas phage PaSz-9_45_61k	Pseudomonas	286	INPHARED	PF03230.16	phrog_10132
APIS022	NP_861724.1	MN895434_00048	Escherichia phage teqhad	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS012	NP_049652.1	MN895434_00050	Escherichia phage teqhad	Escherichia	561	INPHARED		phrog_8921,phrog_2375,phrog_3272,phrog_12748
APIS002	NP_049728.1	MN895434_00131	Escherichia phage teqhad	Escherichia	561	INPHARED		phrog_717,phrog_26803
APIS017	NP_049811.1	MN895434_00217	Escherichia phage teqhad	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MN895435_00032	Escherichia phage teqhal	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS017	NP_049811.1	MN895435_00142	Escherichia phage teqhal	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MN895436_00009	Escherichia phage teqsoen	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS017	NP_049811.1	MN895436_00175	Escherichia phage teqsoen	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS017	NP_049811.1	MN895437_00110	Escherichia phage teqskov	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS002	NP_049728.1	MN895437_00192	Escherichia phage teqskov	Escherichia	561	INPHARED		phrog_717
APIS012	NP_049652.1	MN895438_00060	Escherichia phage teqdroes	Escherichia	561	INPHARED		phrog_8921,phrog_2375,phrog_3272,phrog_12748
APIS017	NP_049811.1	MN895438_00174	Escherichia phage teqdroes	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS024	UPI13470.1	MN940411_00047	Phage f2b1			INPHARED		phrog_23843,phrog_2428
APIS035	YP_009790938.1	MN956514_00079	Salmonella phage L6jm	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MN970211_00078	Phage NBEco001			INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MN994496_00077	Phage NBEco002			INPHARED		phrog_3972,phrog_16544
APIS002	NP_049728.1	MN994497_00163	Phage NBEco003			INPHARED		phrog_717,phrog_26803
APIS035	YP_009790938.1	MN994502_00117	Phage NBSal003			INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MN994504_00122	Phage NBSal005			INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MT074448_00116	Salmonella phage oldekolle	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MT080103_00107	Escherichia phage ECOP18	Escherichia	561	INPHARED		phrog_3972,phrog_16544
APIS002	NP_049728.1	MT129652_00098	Escherichia phage MN01	Escherichia	561	INPHARED		phrog_717,phrog_26803
APIS013	NP_049653.1	MT129652_00176	Escherichia phage MN01	Escherichia	561	INPHARED	PF17587.5	phrog_2102
APIS017	NP_049811.1	MT129654_00261	Escherichia phage MN04	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS001	YP_009840594.1	MT151604_00140	Bacillus phage P59	Bacillus	1386	INPHARED	PF00753.30	phrog_392
APIS024	UPI13470.1	MT151604_00152	Bacillus phage P59	Bacillus	1386	INPHARED		phrog_23843,phrog_2428
APIS022	NP_861724.1	MT176424_00037	Citrobacter phage PhiZZ6	Citrobacter	544	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS002	NP_049728.1	MT176424_00117	Citrobacter phage PhiZZ6	Citrobacter	544	INPHARED		phrog_717,phrog_26803
APIS090	NP_049749.1	MT176424_00148	Citrobacter phage PhiZZ6	Citrobacter	544	INPHARED	PF11634.11	phrog_4363
APIS017	NP_049811.1	MT176424_00203	Citrobacter phage PhiZZ6	Citrobacter	544	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS017	NP_049811.1	MT176425_00204	Citrobacter phage PhiZZ23	Citrobacter	544	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS018	NP_049868.1	MT176425_00258	Citrobacter phage PhiZZ23	Citrobacter	544	INPHARED		phrog_3151
APIS013	NP_049653.1	MT176426_00038	Serratia phage PhiZZ30	Serratia	613	INPHARED	PF17587.5	phrog_2102
APIS014	NP_049694.1	MT176426_00078	Serratia phage PhiZZ30	Serratia	613	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS017	NP_049811.1	MT179807_00037	Escherichia phage vB_EcoM_IME537	Escherichia	561	INPHARED	PF03496.17	phrog_26651,phrog_15247,phrog_23015,phrog_802,phrog_15144,phrog_23966
APIS022	NP_861724.1	MT179807_00147	Escherichia phage vB_EcoM_IME537	Escherichia	561	INPHARED		phrog_3781,phrog_8539,phrog_4122
APIS014	NP_049694.1	MT179807_00191	Escherichia phage vB_EcoM_IME537	Escherichia	561	INPHARED	PF10465.12	phrog_2167,phrog_9092
APIS035	YP_009790938.1	MT233524_00146	Salmonella phage vB_Sen_I1	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS035	YP_009790938.1	MT311645_00032	Salmonella phage vB_Sen-E22	Salmonella	590	INPHARED		phrog_3972,phrog_16544
APIS008	Gad2	MT325768_00069	Psychrobacillus phage Perkons	Psychrobacillus	1221880	INPHARED		phrog_18122,phrog_27100,phrog_4400,phrog_25514,phrog_37109,phrog_16176
APIS091	YP_009792928.1	MT350292_00001	Enterococcus phage EFA-1	Enterococcus	1350	INPHARED		phrog_2226
APIS023	NP_041987.1	MT350293_00022	Enterococcus phage EFA-2	Enterococcus	1350	INPHARED		phrog_9014
